service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
822,1,1,1,1,1,0,0,20181210,20190201
823,1,1,1,1,0,1,1,20181209,20190203
833,0,0,0,0,0,1,1,20181209,20190203
826,0,0,0,0,0,0,1,20181223,20190106
838,1,1,0,1,1,0,0,20181105,20181207
825,1,1,1,1,1,0,0,20181210,20190201
830,1,1,0,1,1,0,0,20181210,20190201
840,0,0,0,0,1,1,0,20181109,20181208
841,0,0,0,0,1,1,0,20181214,20190202
428,0,0,0,0,0,1,1,20181209,20190203
82,0,1,1,1,1,0,0,20181106,20181207
83,0,1,1,1,1,0,0,20181211,20190201
317,1,1,1,1,1,0,0,20181112,20181116
7657,0,0,0,0,0,1,1,20181215,20190106
7656,0,0,0,0,0,1,1,20181209,20190106
1002,0,0,0,0,0,1,1,20181117,20181118
1001,0,0,1,0,0,0,0,20190109,20190123
1241,1,1,1,1,0,0,0,20181119,20181206
881,1,1,1,1,1,0,0,20181119,20181207
1242,1,1,1,1,0,0,0,20181105,20181122
1244,0,0,0,0,0,1,0,20181110,20181117
1243,0,0,0,0,0,0,1,20181111,20181118
401,0,0,0,0,0,1,0,20181110,20181208
452,1,1,1,1,1,0,1,20181105,20181207
1298,1,1,1,1,1,0,0,20181105,20181123
216,1,1,1,1,1,0,0,20181126,20181207
1231,1,1,1,1,1,0,1,20181105,20181207
217,1,1,1,1,1,0,0,20181105,20181123
671,1,1,1,1,1,0,0,20181105,20181116
1276,1,1,1,1,1,0,0,20181126,20181207
403,1,1,1,1,1,1,0,20181105,20181208
1245,0,0,0,0,0,1,0,20181110,20181208
1264,0,0,0,0,0,1,1,20181110,20181208
434,0,0,0,0,0,1,0,20181215,20190202
441,1,1,1,1,1,0,1,20181209,20190203
1288,1,1,1,1,1,0,0,20181210,20190201
1265,1,1,1,1,1,1,1,20181209,20190203
1353,1,0,0,0,0,0,0,20181210,20190128
654,1,0,0,0,0,0,0,20181105,20181203
1337,0,1,1,1,1,0,0,20181106,20181207
1354,0,1,1,1,1,0,0,20181211,20190201
1355,0,0,0,0,0,1,0,20181215,20190202
1328,1,1,1,1,1,0,0,20181210,20190201
1315,0,0,0,0,0,1,0,20181124,20181208
866,1,0,0,0,0,0,0,20181210,20190128
863,0,0,0,0,1,0,0,20181214,20190201
1358,0,0,0,0,0,0,1,20181209,20190203
1479,0,0,0,0,1,0,1,20181109,20181207
442,0,0,0,0,1,0,1,20181109,20181207
1478,0,0,0,0,1,0,0,20181109,20181207
543,1,1,1,1,0,1,0,20181105,20181208
1432,1,1,1,1,1,0,0,20181105,20181207
1370,1,1,1,1,1,0,0,20181105,20181123
1373,1,1,1,1,1,0,0,20181112,20181123
1371,1,1,1,1,1,0,0,20181105,20181123
918,1,1,1,1,1,0,0,20181105,20181116
1375,0,0,0,0,1,0,0,20181109,20181130
1374,0,0,1,0,1,0,0,20181107,20181130
1377,0,1,1,1,1,1,0,20181106,20181208
1236,1,1,0,1,0,0,0,20181105,20181206
1378,0,1,0,0,0,0,0,20181106,20181204
1323,0,0,0,0,1,0,0,20181109,20181207
1486,1,1,1,1,1,0,0,20181105,20181109
1485,1,1,1,1,1,1,1,20181110,20181208
178,1,1,1,1,1,0,0,20181105,20181207
1456,0,0,0,0,1,0,0,20181109,20181116
606,0,0,0,0,0,0,1,20181111,20181125
1449,1,1,1,1,0,0,0,20181105,20181206
1457,0,0,0,0,1,0,0,20181123,20181207
1447,0,1,1,1,1,1,0,20181106,20181208
1450,1,1,1,1,0,1,0,20181105,20181208
872,1,1,1,1,1,1,1,20181117,20181208
1497,1,1,1,1,1,1,1,20181105,20181116
1379,0,0,1,0,0,0,0,20181114,20181128
5968,0,0,0,0,1,0,0,20181214,20190201
1396,0,0,0,0,1,0,0,20181214,20190201
1434,1,0,0,0,0,0,0,20181210,20190128
1424,1,1,1,1,0,0,0,20181105,20181206
1423,0,0,0,0,0,0,1,20181111,20181202
1232,0,1,1,1,1,0,0,20181106,20181207
1404,1,1,1,1,0,0,0,20181210,20190131
1431,0,0,0,0,1,0,1,20181209,20190203
36,1,0,0,0,0,0,0,20181210,20190128
1114,0,1,1,1,1,0,0,20181113,20181116
1444,1,1,1,1,0,1,0,20181210,20190202
1430,1,1,1,1,0,1,1,20181209,20190203
1435,0,0,0,0,1,1,0,20181109,20181208
1436,0,0,0,0,1,1,0,20181214,20190202
1437,0,0,0,0,1,0,0,20181214,20190201
1438,1,1,1,1,0,0,0,20181210,20190131
1439,0,0,1,0,0,0,0,20181212,20190130
1440,1,1,1,1,1,1,0,20190107,20190202
1443,1,1,1,1,1,0,0,20181119,20181207
1441,1,1,0,1,0,0,0,20181210,20190131
1442,0,0,0,0,0,0,1,20181209,20190203
1446,1,0,0,0,0,0,0,20181105,20181203
14198,1,1,1,1,1,0,1,20181105,20181207
1545,0,1,1,1,1,1,1,20181209,20190203
1476,0,0,0,0,1,0,1,20181209,20190203
1480,0,0,0,0,1,0,1,20181209,20190203
1475,0,0,0,0,1,0,0,20181214,20190201
1448,0,0,0,0,0,0,1,20181209,20190203
770,0,1,1,1,1,1,0,20181211,20190202
1477,0,0,0,0,0,1,1,20181209,20190203
14199,0,0,0,0,1,0,1,20181209,20190203
7653,0,0,0,0,1,0,1,20181209,20190203
686,0,1,1,1,1,0,0,20181106,20181207
1744,1,1,1,1,1,0,0,20181210,20190201
1750,0,0,0,0,0,0,1,20181209,20190203
1788,0,0,1,0,1,0,0,20181212,20190201
1736,1,1,1,1,1,0,0,20181210,20190201
1751,1,1,1,1,1,0,0,20181210,20190201
1503,0,0,0,0,0,1,0,20181215,20190202
1640,0,0,0,0,0,0,1,20181209,20190203
1466,1,1,1,1,1,0,0,20181210,20190201
696,1,1,1,1,0,1,1,20181105,20181208
1798,0,0,1,0,1,1,0,20181107,20181208
1800,1,1,1,1,1,0,0,20181105,20181123
1803,1,1,1,1,1,0,0,20181105,20181123
1804,1,1,1,1,1,0,0,20181105,20181123
1799,0,0,0,0,1,0,0,20181109,20181116
1805,1,1,1,1,1,0,0,20181105,20181113
711,1,1,1,1,1,0,0,20181105,20181207
1832,0,0,1,1,1,0,0,20181121,20181123
1801,1,1,1,1,1,0,0,20181105,20181109
51,1,1,1,1,1,0,0,20181112,20181207
1802,1,1,1,1,1,0,0,20181105,20181109
5779,0,0,0,0,1,0,0,20190121,20190201
5778,0,0,0,0,1,0,0,20190107,20190118
1649,0,0,0,0,0,1,0,20181215,20190105
1343,0,1,0,0,0,0,0,20181225,20190101
5777,0,0,0,0,0,0,1,20181209,20181216
516,0,0,0,0,1,0,0,20181109,20181207
2164,1,1,1,1,0,0,0,20181105,20181206
1049,1,1,1,1,1,0,0,20181210,20181223
502,1,1,1,1,0,0,0,20181105,20181206
1635,1,1,1,1,1,0,0,20181210,20181221
61,1,1,1,1,1,0,0,20181105,20181207
2586,0,0,0,0,0,0,1,20181209,20190203
2359,0,0,0,1,1,1,0,20181206,20181208
2587,0,0,0,0,1,1,1,20181209,20190203
2367,0,0,0,1,1,0,0,20181206,20181207
665,0,0,0,0,1,1,1,20181109,20181208
675,1,0,0,0,1,0,0,20181105,20181207
896,0,0,0,0,0,1,1,20181110,20181208
2361,1,1,1,1,1,0,0,20181105,20181109
1311,1,1,1,1,1,0,0,20181119,20181123
2366,0,0,0,1,1,1,0,20181206,20181208
1064,0,0,0,0,0,1,1,20181124,20181125
2596,0,0,0,0,0,1,1,20181209,20190203
2595,1,1,1,1,1,0,0,20190107,20190201
73,1,1,1,1,1,0,0,20181210,20190201
2487,1,1,1,1,1,1,1,20181223,20190106
1743,0,0,0,0,0,0,1,20181209,20190203
2438,0,0,0,0,0,1,0,20181110,20181201
2442,1,1,1,1,0,0,0,20181105,20181206
2469,1,1,1,1,1,1,0,20181210,20190202
747,1,1,1,1,1,0,0,20181210,20190201
2574,0,0,0,1,0,0,0,20181108,20181206
2575,0,0,0,1,1,0,1,20181209,20190203
2576,0,0,0,0,1,0,0,20181214,20190201
1951,1,1,1,1,1,0,0,20181210,20181223
2597,1,0,0,0,0,0,0,20181210,20190128
2535,1,0,1,1,1,1,0,20181224,20190105
2598,0,1,0,0,0,0,1,20181223,20190106
2280,0,0,0,0,0,1,0,20181229,20190105
2600,1,1,1,1,1,0,1,20181223,20190106
2599,0,1,0,0,0,1,1,20181223,20190106
2610,1,0,1,1,1,1,0,20181222,20190105
2608,1,1,1,1,1,1,1,20181222,20190106
2605,0,1,0,0,0,0,1,20181223,20190106
1639,0,0,0,0,0,1,1,20181209,20190203
1344,0,0,0,0,0,0,1,20181209,20190203
735,1,0,1,1,1,0,0,20181224,20190104
196,1,1,1,1,1,0,0,20181210,20190201
884,0,0,0,0,0,1,1,20181209,20190203
2611,0,0,0,0,0,1,1,20181209,20190203
2612,1,0,0,0,0,0,0,20181210,20190128
1740,0,0,0,0,0,0,1,20181209,20190203
2618,1,0,0,0,0,0,0,20181105,20181118
2617,1,1,1,1,1,0,0,20181105,20181118
2548,1,1,1,1,0,0,0,20181105,20181108
2659,1,1,1,1,1,0,0,20181105,20181109
1259,1,1,1,1,0,0,0,20181210,20190131
2683,0,0,0,0,1,0,1,20181209,20190203
2686,1,1,1,1,0,0,0,20181105,20181206
2737,0,1,1,1,1,0,0,20181106,20181130
1717,0,0,0,0,0,0,1,20181119,20181125
2825,1,1,1,1,1,0,0,20190128,20190201
2802,1,1,1,1,1,0,0,20190121,20190201
2145,0,0,0,0,0,0,1,20181118,20181125
2843,0,0,0,0,0,0,1,20181117,20181125
2786,1,1,0,0,0,0,0,20181126,20181127
2869,0,0,0,0,0,0,1,20181217,20181223
2875,1,1,1,1,1,0,0,20181210,20181223
154,1,1,1,1,1,0,0,20190121,20190201
132,1,1,1,1,1,0,0,20181231,20190201
2804,0,1,1,1,1,0,0,20190102,20190201
2974,0,1,1,1,1,0,0,20181106,20181123
2977,1,1,1,1,0,0,0,20181105,20181122
3145,1,1,1,1,0,0,0,20181112,20181206
3146,0,1,0,0,0,0,0,20181113,20181204
546,0,1,1,1,1,0,0,20181113,20181207
112,0,0,0,0,0,1,0,20181117,20181208
3123,0,0,1,1,0,0,0,20181114,20181115
2976,0,1,1,1,1,0,0,20181106,20181123
3126,1,1,1,1,0,0,0,20181112,20181115
3119,0,0,1,1,0,0,0,20181128,20181129
3116,0,0,1,1,1,0,0,20181128,20181130
3124,0,1,1,1,1,0,0,20181109,20181116
3065,0,1,1,1,1,0,0,20181106,20181123
3259,1,1,1,1,1,0,0,20181105,20181109
3451,1,1,1,1,1,0,0,20181105,20181116
3450,1,1,1,1,1,0,0,20181112,20181116
3520,1,1,1,1,1,0,0,20181105,20181109
3527,1,1,1,1,1,0,0,20181105,20181109
3262,1,1,1,1,1,0,1,20181105,20181122
3433,0,0,0,0,1,1,0,20181123,20181124
3544,0,1,0,1,0,0,0,20181211,20190131
3547,1,0,1,0,1,0,0,20181210,20190201
2889,1,1,1,1,1,0,0,20190107,20190201
3435,1,1,1,1,1,0,0,20181105,20181109
3265,1,1,1,1,1,0,0,20181210,20190201
3283,0,0,0,0,0,1,1,20181209,20190203
3264,0,0,0,0,0,0,1,20181209,20190203
3537,1,0,0,1,1,0,0,20181224,20181231
3437,1,1,1,1,1,0,0,20190107,20190125
3542,0,0,0,0,1,0,0,20181228,20190104
3549,1,0,0,0,0,0,0,20181224,20181231
3436,1,1,1,1,1,0,0,20190107,20190125
3418,1,1,1,1,1,0,0,20181106,20181123
3333,0,1,1,1,1,0,0,20181106,20181123
842,1,1,1,1,1,0,0,20181210,20190201
3439,1,1,1,1,1,0,0,20190107,20190201
3446,1,1,1,1,1,0,0,20190114,20190118
3452,1,1,1,1,1,0,0,20190114,20190118
402,1,1,1,1,1,0,0,20181112,20181207
3419,0,0,1,1,1,0,0,20181107,20181207
99,1,1,1,1,1,0,0,20181210,20190201
3440,1,1,1,1,1,0,0,20181210,20190201
3326,1,1,1,1,1,0,0,20181210,20190201
2335,1,1,0,1,1,0,0,20181105,20181207
3540,0,1,0,0,1,1,0,20181211,20190202
3538,1,0,0,1,1,0,0,20181224,20190104
3553,1,1,0,1,1,0,0,20181210,20190201
3539,0,1,0,0,1,1,0,20181106,20181208
3555,1,1,1,1,0,0,0,20181105,20181206
889,0,1,0,0,0,0,0,20181225,20190101
3545,1,0,1,0,1,0,0,20181105,20181207
3546,0,1,0,1,0,0,0,20181106,20181206
1737,0,0,0,0,1,0,0,20181214,20190201
1735,1,0,0,0,0,0,0,20181210,20190128
3290,1,1,1,1,1,1,0,20181210,20190202
1874,1,1,1,1,0,0,0,20181210,20190131
3557,1,1,1,1,1,0,0,20181231,20190201
3558,0,0,0,0,0,1,0,20181215,20181229
3548,0,0,0,0,0,1,1,20181209,20190101
3552,0,0,0,0,0,1,0,20190105,20190202
3556,0,0,0,0,0,0,1,20190106,20190203
3551,0,0,0,0,0,1,1,20190105,20190203
1875,0,0,0,0,1,0,0,20181214,20190201
2337,0,0,1,0,0,0,0,20181212,20190130
2322,1,1,0,1,1,0,0,20181210,20190201
3559,1,1,0,1,1,0,0,20181210,20190201
2328,1,0,1,1,1,0,0,20181224,20190104
3580,1,1,1,1,1,1,0,20181105,20181208
3629,1,1,1,1,1,1,0,20181105,20181208
3712,1,1,1,1,0,1,1,20181209,20181231
3592,1,1,1,1,0,1,1,20181209,20190203
3578,0,0,0,0,1,0,0,20181214,20190201
1563,1,0,0,0,0,0,0,20181112,20181119
1459,0,1,1,1,1,0,0,20181106,20181109
3573,1,1,1,1,0,1,0,20181105,20181208
3606,0,0,0,0,0,0,1,20181209,20190203
3713,1,1,1,1,0,1,0,20181210,20181231
35,1,0,0,0,0,0,0,20181105,20181203
3708,1,1,1,1,0,1,0,20190102,20190202
3711,0,0,0,0,1,0,1,20181209,20181230
195,0,0,0,0,0,0,1,20181209,20190203
3710,0,0,0,0,1,0,1,20181109,20181207
3593,1,1,1,1,0,1,1,20181105,20181208
3905,1,1,1,1,1,0,0,20181203,20181207
1677,0,0,0,0,1,0,0,20181214,20190104
1670,0,1,0,0,0,1,1,20181224,20190106
3963,0,0,0,1,1,0,0,20190110,20190201
3959,0,0,0,0,1,0,0,20190111,20190201
3962,0,0,0,1,1,0,0,20181213,20190104
3955,0,0,0,0,0,1,1,20190112,20190203
567,0,0,0,0,0,0,1,20190113,20190203
1641,0,1,0,0,0,0,1,20181224,20190106
3958,1,0,0,0,0,0,0,20190114,20190128
3957,0,0,1,0,0,0,0,20181224,20190107
3961,0,0,0,1,1,0,0,20181108,20181207
137,1,0,0,0,0,0,0,20181105,20181203
3956,0,1,1,1,1,0,0,20181211,20190201
2656,1,0,0,0,0,0,0,20181210,20190128
3897,0,0,0,0,1,1,1,20181109,20181208
3941,1,1,1,1,1,0,1,20181105,20181207
3915,0,0,0,0,0,0,1,20181111,20181202
3913,1,1,1,1,1,1,0,20181105,20181208
3914,1,1,1,1,0,0,0,20181105,20181206
6499,0,0,0,0,0,1,1,20181209,20190203
6495,1,1,1,1,1,1,1,20181209,20190203
6491,0,0,0,0,0,1,1,20181209,20190203
610,1,0,0,0,0,0,0,20181224,20181231
6503,0,0,0,0,0,1,1,20181209,20190203
6497,1,1,1,1,1,1,1,20181209,20190203
6489,0,0,0,0,0,0,1,20181230,20190203
6494,1,1,1,1,1,1,1,20181230,20190203
6496,1,1,1,1,1,1,0,20181231,20190202
6498,1,1,1,1,1,1,1,20181209,20181229
3778,1,1,1,1,1,0,0,20181231,20190201
6487,0,0,0,0,0,1,0,20190105,20190202
1693,1,1,1,1,1,0,0,20181210,20181228
5227,0,0,0,0,0,0,1,20181209,20181223
3911,0,0,0,0,0,0,1,20181209,20181225
6501,0,0,0,0,0,1,1,20181209,20181225
6493,1,1,1,1,1,1,1,20181209,20181229
468,1,1,1,1,1,1,0,20181210,20181229
6500,0,0,0,0,0,0,1,20181230,20190203
6492,1,1,0,0,0,0,0,20181210,20181211
13218,1,1,1,1,1,1,1,20181209,20190203
3759,1,1,1,1,1,1,1,20181209,20190203
1425,0,0,0,0,0,1,0,20181215,20190202
1593,1,1,1,1,1,1,1,20181209,20190203
444,0,0,0,0,1,0,1,20181209,20190203
643,1,1,1,1,0,1,0,20181210,20190202
1608,0,1,1,1,1,0,0,20181211,20190201
1602,1,0,0,0,0,0,0,20181210,20190128
3970,1,1,0,1,1,0,0,20181119,20181130
4071,0,0,0,0,0,0,1,20181209,20190203
4070,0,0,0,0,1,1,0,20181214,20190202
3981,0,0,0,0,0,0,1,20181209,20190203
4008,1,1,1,1,1,0,0,20181210,20190118
1035,1,1,1,1,1,0,0,20190121,20190201
3277,1,1,1,1,1,0,0,20181210,20190201
4067,1,1,1,0,0,0,0,20181210,20181212
1393,1,1,1,1,1,0,0,20181105,20181118
3974,1,1,1,1,1,0,0,20181105,20181118
4074,1,0,0,1,1,0,0,20181224,20190104
4068,0,0,0,0,0,1,0,20181110,20181125
2783,0,0,0,0,0,1,0,20181215,20190202
3529,1,1,0,1,1,0,0,20181210,20190201
4075,1,1,0,1,1,0,0,20181210,20190201
846,0,0,1,0,0,0,0,20181212,20190130
4091,0,0,0,0,0,1,1,20181110,20181201
1302,1,1,1,1,1,0,0,20181105,20181130
4090,0,0,0,0,0,0,1,20181202,20181208
4085,1,1,1,1,1,1,1,20181105,20181201
1094,0,0,0,0,0,0,1,20181111,20181125
4082,1,1,1,1,1,0,0,20181105,20181130
4089,1,1,1,1,1,1,0,20181203,20181208
4095,1,1,1,1,1,1,0,20181105,20181201
4088,1,1,1,1,1,1,0,20181105,20181201
4097,0,0,1,0,0,0,0,20181107,20181128
3062,1,1,0,1,1,0,0,20181203,20181207
4092,1,1,0,1,1,0,0,20181105,20181130
4072,0,0,0,0,0,1,0,20181215,20190202
4073,1,1,1,1,1,0,0,20181210,20190201
2688,0,0,1,0,0,0,0,20181212,20190130
2147,0,0,0,0,0,1,0,20181201,20181208
3260,1,1,1,1,1,0,0,20181105,20181207
2851,0,0,0,0,0,1,0,20181110,20181124
25,0,0,0,0,0,1,0,20181110,20181208
4079,0,0,1,0,0,1,0,20181107,20181208
4114,1,1,1,1,1,0,0,20181210,20190201
4115,1,1,1,1,1,0,0,20181210,20190201
4076,0,0,0,0,0,1,0,20181215,20190202
4080,0,0,1,0,0,1,0,20181212,20190202
4081,0,0,1,0,0,1,0,20181212,20190202
4023,0,0,0,0,0,0,1,20181209,20190203
4022,0,0,0,0,0,1,0,20181215,20190202
4077,1,0,0,1,1,0,0,20181224,20190104
4078,1,1,1,1,0,0,0,20181210,20190131
4084,1,1,1,1,1,0,0,20181210,20190201
4083,0,0,0,0,0,0,1,20181209,20190203
4099,1,1,1,1,1,0,0,20181210,20190201
4094,0,1,1,1,1,0,0,20181226,20190104
4093,1,1,1,1,1,0,0,20181210,20190201
4096,0,0,1,0,0,0,0,20181212,20190130
4116,1,1,1,1,1,0,0,20181210,20190118
18,1,1,1,1,1,1,0,20181105,20181208
4120,1,1,1,1,1,1,0,20181210,20190202
4357,0,1,1,1,0,0,0,20181106,20181206
1331,0,0,0,0,1,0,0,20181109,20181116
4137,1,0,0,0,1,0,0,20181119,20181207
4371,1,0,0,0,1,0,0,20181119,20181207
4254,0,0,0,0,1,0,1,20181109,20181207
4231,1,1,1,1,1,0,1,20181105,20181207
4264,1,0,0,1,0,0,0,20181105,20181206
4215,1,1,1,1,1,1,1,20181105,20181208
4142,1,1,1,1,1,0,0,20181105,20181207
4260,0,0,0,0,0,1,1,20181110,20181208
212,0,0,0,0,0,1,0,20181110,20181208
4262,1,1,1,1,0,0,0,20181105,20181206
4266,1,1,1,1,1,1,1,20181105,20181208
4251,1,1,1,1,0,1,0,20181105,20181208
4275,0,0,1,0,1,0,0,20181107,20181207
4253,0,0,0,0,1,0,1,20181109,20181130
4268,1,0,0,0,0,0,0,20181105,20181203
4276,1,1,1,1,1,1,1,20181105,20181208
4282,1,0,0,0,0,1,1,20181105,20181208
4285,0,0,0,0,0,1,1,20181110,20181208
4279,0,1,1,1,1,0,0,20181106,20181208
4272,0,0,0,0,1,0,1,20181109,20181202
4277,0,0,0,0,0,1,1,20181110,20181202
2668,1,1,1,1,1,0,1,20181209,20190203
951,1,1,1,1,0,0,1,20181209,20190203
4359,0,1,1,1,0,0,0,20181211,20190131
4250,0,0,0,0,0,1,0,20190107,20190202
4255,0,0,0,0,1,0,1,20181224,20190203
4273,1,1,1,1,1,0,1,20181209,20190203
4278,0,0,0,0,1,0,1,20181109,20181207
4259,1,1,1,1,1,1,1,20181209,20190203
4258,0,0,0,0,0,0,1,20181209,20190203
4252,1,1,1,1,1,0,0,20181210,20190201
4270,1,1,1,1,1,0,0,20181210,20190131
4248,1,0,0,0,0,0,0,20181210,20190128
4249,1,1,1,1,0,1,0,20190107,20190202
4274,0,0,1,0,1,0,0,20181212,20190201
4256,0,0,0,0,1,0,0,20181214,20190201
4280,0,1,1,1,1,0,0,20181211,20190201
4263,1,1,1,1,0,0,0,20181210,20190131
4261,0,0,0,0,0,1,1,20181209,20190203
4315,0,0,0,0,0,1,1,20190107,20190203
4283,0,0,0,0,0,1,1,20181209,20190203
4281,1,0,0,0,0,1,1,20181224,20190203
4257,0,0,0,0,1,0,1,20190107,20190203
4269,1,0,0,0,0,0,0,20181210,20190128
4306,0,0,0,0,0,1,0,20181222,20190105
4207,1,0,1,1,1,0,0,20181224,20190104
4265,1,0,0,1,0,0,0,20181210,20190131
660,0,0,0,0,1,0,1,20181109,20181207
4305,1,1,1,1,1,1,1,20181222,20190106
4158,1,1,1,1,1,1,0,20190107,20190202
4304,1,0,1,1,1,1,0,20181222,20190105
