route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
OCE685646,3,OCESN038444R01001893,"38444",0,,
OCE685646,3,OCESN038424R01001892,"38424",0,,
OCE685646,4,OCESN038452R01001889,"38452",0,,
OCE685646,3,OCESN038438R01001887,"38438",0,,
OCE685646,3,OCESN038440R01001899,"38440",0,,
OCE685646,3,OCESN038434R01001896,"38434",0,,
OCE685646,3,OCESN038428R01001910,"38428",0,,
OCE685646,3,OCESN038432R01001908,"38432",0,,
OCE685646,3,OCESN038448R01001888,"38448",0,,
OCE685646,3,OCESN038426R01001916,"38426",0,,
OCE685646,4,OCESN038456R01001921,"38456",0,,
OCE685646,4,OCESN038458R01001901,"38458",0,,
OCE685646,4,OCESN038460R01001902,"38460",0,,
OCE685646,3,OCESN038442R01001907,"38442",0,,
OCE685646,3,OCESN038450R01001890,"38450",0,,
OCE685646,7,OCESN038464R01001891,"38464",0,,
OCE685646,7,OCESN038462R01001900,"38462",0,,
OCE685646,4,OCESN038454R01001909,"38454",0,,
OCE685646,7,OCESN038466R01001912,"38466",0,,
OCE527,3,OCESN038000R0100130,"38000",0,,
OCE685647,3,OCESN038251R0100163,"38251",1,,
OCE685647,3,OCESN038252R0100137,"38252",0,,
OCE685647,3,OCESN038254R01001126,"38254",0,,
OCE685645,3,OCESN038061R01001124,"38061",1,,
OCE685645,16,OCESN038060R01001116,"38060",0,,
OCE1225972,3,OCESN038005R01001169,"38005",1,,
OCE1225972,4,OCESN038013R01001153,"38013",1,,
OCE1225972,3,OCESN038003R01001168,"38003",1,,
OCE1225972,4,OCESN038009R01001167,"38009",1,,
OCE1225972,20,OCESN038011R01001164,"38011",1,,
OCE1225972,7,OCESN038017R01001166,"38017",1,,
OCE1225972,24,OCESN038001R01001209,"38001",1,,
OCE1225972,4,OCESN038015R01001173,"38015",1,,
OCE1225972,3,OCESN038007R01001165,"38007",1,,
OCE1225972,21,OCESN038008R01001163,"38008",0,,
OCE1225972,22,OCESN038012R01001172,"38012",0,,
OCE1225972,20,OCESN038020R01001162,"38020",0,,
OCE1225972,20,OCESN038018R01001170,"38018",0,,
OCE1225972,3,OCESN038016R01001155,"38016",0,,
OCE1225972,19,OCESN038014R01001159,"38014",0,,
OCE1225972,3,OCESN038010R01001158,"38010",0,,
OCE1225972,7,OCESN038022R01001171,"38022",0,,
OCE1225972,3,OCESN038006R01001161,"38006",0,,
OCE517,1034,OCESN441001R0400441966,"441001",1,,
OCE517,2819,OCESN441002R0400441963,"441002",0,,
OCE128626,209,OCESN447513R020021565,"447513",1,,
OCE128626,209,OCESN447502R020021568,"447502",0,,
OCESN-87313510-87276006,128,OCESN447483R010011567,"447483",1,,
OCESN-87313510-87276006,211,OCESN447485R010011575,"447485",1,,
OCESN-87313510-87276006,211,OCESN447495R010011580,"447495",1,,
OCESN-87313510-87276006,128,OCESN447495R020021577,"447495",1,,
OCESN-87313510-87276006,210,OCESN447505R010011572,"447505",1,,
OCESN-87313510-87276006,128,OCESN447677R010011573,"447677",1,,
OCESN-87313510-87276006,209,OCESN447503R010011571,"447503",1,,
OCESN-87313510-87276006,210,OCESN447519R010011566,"447519",1,,
OCESN-87313510-87276006,211,OCESN447488R020021624,"447488",0,,
OCESN-87313510-87276006,128,OCESN447478R010011585,"447478",0,,
OCESN-87313510-87276006,209,OCESN447520R010011570,"447520",0,,
OCESN-87313510-87276006,210,OCESN447512R010011569,"447512",0,,
OCESN-87313510-87276006,128,OCESN447492R010011586,"447492",0,,
OCESN-87313510-87276006,211,OCESN447518R010011581,"447518",0,,
OCESN-87313510-87276006,128,OCESN447488R010011621,"447488",0,,
OCESN-87313510-87276006,211,OCESN447496R010011574,"447496",0,,
OCESN-87313510-87276006,209,OCESN447500R010011576,"447500",0,,
OCESN-87313874-87276006,128,OCESN447595R010011637,"447595",1,,
OCESN-87313874-87276006,128,OCESN447587R010011215,"447587",1,,
OCESN-87313874-87276006,129,OCESN447570R010011216,"447570",0,,
OCESN-87313874-87276006,128,OCESN447578R010011217,"447578",0,,
OCESN-87271007-87296004,227,OCESN012331F060061791,"12331",1,,
OCESN-87271007-87296004,227,OCESN012321F070072027,"12321",1,,
OCESN-87271007-87296004,230,OCESN012331F030031793,"12331",1,,
OCESN-87271007-87296004,230,OCESN012313F040041940,"12313",1,,
OCESN-87271007-87296004,235,OCESN012315F030031967,"12315",1,,
OCESN-87271007-87296004,230,OCESN012321F060062032,"12321",1,,
OCESN-87271007-87296004,234,OCESN012315F060061966,"12315",1,,
OCESN-87271007-87296004,285,OCESN012313F060061937,"12313",1,,
OCESN-87271007-87296004,230,OCESN012328F040041918,"12328",0,,
OCESN-87271007-87296004,248,OCESN012322F060061962,"12322",0,,
OCESN-87271007-87296004,254,OCESN012300F020021792,"12300",0,,
OCESN-87271007-87296004,14197,OCESN012328F02008_201987402,"12328",0,,
OCESN-87271007-87296004,265,OCESN012328F170171923,"12328",0,,
OCESN-87271007-87296004,246,OCESN012322F020021961,"12322",0,,
OCESN-87271007-87296004,263,OCESN012328F110111917,"12328",0,,
OCESN-87271007-87296004,227,OCESN012328F180181921,"12328",0,,
OCESN-87271007-87296004,230,OCESN012300F040041794,"12300",0,,
OCESN-87271007-87296004,230,OCESN012320F050051873,"12320",0,,
OCESN-87271007-87296004,230,OCESN012318F040041683,"12318",0,,
OCESN-87271007-87296004,227,OCESN012318F020021684,"12318",0,,
OCESN-87271007-87296004,227,OCESN012320F030031886,"12320",0,,
OCE697624,1034,OCESN441005R0300341953,"441005",1,,
OCE697624,1034,OCESN441004R0300341975,"441004",0,,
OCESN-87313874-87271007,253,OCESN012007F050052063,"12007",1,,
OCESN-87313874-87271007,234,OCESN012039F030031943,"12039",1,,
OCESN-87313874-87271007,243,OCESN012029F070071679,"12029",1,,
OCESN-87313874-87271007,227,OCESN012019F030031709,"12019",1,,
OCESN-87313874-87271007,153,OCESN012023F090091980,"12023",1,,
OCESN-87313874-87271007,243,OCESN012039F070071944,"12039",1,,
OCESN-87313874-87271007,252,OCESN012007F100102065,"12007",1,,
OCESN-87313874-87271007,241,OCESN012037F040041874,"12037",1,,
OCESN-87313874-87271007,230,OCESN012023F060061976,"12023",1,,
OCESN-87313874-87271007,230,OCESN012019F060061713,"12019",1,,
OCESN-87313874-87271007,296,OCESN012001F080082003,"12001",1,,
OCESN-87313874-87271007,249,OCESN012023F100101978,"12023",1,,
OCESN-87313874-87271007,230,OCESN012001F070072004,"12001",1,,
OCESN-87313874-87271007,153,OCESN012031F080081726,"12031",1,,
OCESN-87313874-87271007,249,OCESN012031F090091720,"12031",1,,
OCESN-87313874-87271007,234,OCESN012029F080081682,"12029",1,,
OCESN-87313874-87271007,298,OCESN012001F030032009,"12001",1,,
OCESN-87313874-87271007,227,OCESN012027F060061738,"12027",1,,
OCESN-87313874-87271007,241,OCESN012015F030031677,"12015",1,,
OCESN-87313874-87271007,230,OCESN012031F040041718,"12031",1,,
OCESN-87313874-87271007,242,OCESN012015F090091678,"12015",1,,
OCESN-87313874-87271007,242,OCESN012037F110111893,"12037",1,,
OCESN-87313874-87271007,230,OCESN012027F030031744,"12027",1,,
OCESN-87313874-87271007,230,OCESN012018F040041821,"12018",0,,
OCESN-87313874-87271007,245,OCESN012028F090091698,"12028",0,,
OCESN-87313874-87271007,248,OCESN012020F090092031,"12020",0,,
OCESN-87313874-87271007,252,OCESN012010F040041787,"12010",0,,
OCESN-87313874-87271007,227,OCESN012032F060061885,"12032",0,,
OCESN-87313874-87271007,253,OCESN012010F090091788,"12010",0,,
OCESN-87313874-87271007,230,OCESN012016F040041929,"12016",0,,
OCESN-87313874-87271007,248,OCESN012004F030031812,"12004",0,,
OCESN-87313874-87271007,230,OCESN012032F030031904,"12032",0,,
OCESN-87313874-87271007,227,OCESN012016F070071922,"12016",0,,
OCESN-87313874-87271007,230,OCESN012024F060061900,"12024",0,,
OCESN-87313874-87271007,248,OCESN012012F030031856,"12012",0,,
OCESN-87313874-87271007,262,OCESN012004F080081814,"12004",0,,
OCESN-87313874-87271007,230,OCESN012006F040041802,"12006",0,,
OCESN-87313874-87271007,262,OCESN012020F040042026,"12020",0,,
OCESN-87313874-87271007,238,OCESN012028F160161693,"12028",0,,
OCESN-87313874-87271007,227,OCESN012018F060061820,"12018",0,,
OCESN-87313874-87271007,227,OCESN012006F060061806,"12006",0,,
OCESN-87313874-87271007,262,OCESN012012F090091860,"12012",0,,
OCESN-87313874-87271007,227,OCESN012024F040041898,"12024",0,,
OCE136634,189,OCESN447421R020021458,"447421",1,,
OCE136634,182,OCESN447413R030032212,"447413",1,,
OCE136634,192,OCESN447413R060062215,"447413",1,,
OCE136634,189,OCESN447427R030031990,"447427",1,,
OCE136634,182,OCESN447443R030031463,"447443",1,,
OCE136634,182,OCESN447409R030031434,"447409",1,,
OCE136634,192,OCESN447417R040042310,"447417",1,,
OCE136634,182,OCESN447425R020021460,"447425",1,,
OCE136634,182,OCESN447431R030031449,"447431",1,,
OCE136634,182,OCESN447453R030032306,"447453",1,,
OCE136634,192,OCESN447423R040041987,"447423",1,,
OCE136634,182,OCESN447422R030031470,"447422",0,,
OCE136634,182,OCESN447412R030031471,"447412",0,,
OCE136634,192,OCESN447420R050052005,"447420",0,,
OCE136634,192,OCESN447416R030031639,"447416",0,,
OCE136634,182,OCESN447428R030031464,"447428",0,,
OCE136634,182,OCESN447440R040041991,"447440",0,,
OCE136634,192,OCESN447410R030031480,"447410",0,,
OCE136634,182,OCESN447418R030031482,"447418",0,,
OCE136634,189,OCESN447424R030031477,"447424",0,,
OCE136634,182,OCESN447446R030032435,"447446",0,,
OCE136634,182,OCESN447402R030031474,"447402",0,,
OCESN-87295600-87295063,166,OCESN076101R0100123595,"76101",1,,
OCESN-87295600-87295063,364,OCESN435081R0100124073,"435081",1,,
OCESN-87295600-87295063,1818,OCESN435075R0100124077,"435075",1,,
OCESN-87295600-87295063,364,OCESN435079R0100124091,"435079",1,,
OCESN-87295600-87295063,2845,OCESN076095R0100123572,"76095",1,,
OCESN-87295600-87295063,2845,OCESN076093R0100123577,"76093",1,,
OCESN-87295600-87295063,166,OCESN076175R0100123583,"76175",1,,
OCESN-87295600-87295063,1376,OCESN076099R0100123574,"76099",1,,
OCESN-87295600-87295063,2845,OCESN076097R0100123575,"76097",1,,
OCESN-87295600-87295063,2845,OCESN076062R0100123593,"76062",0,,
OCESN-87295600-87295063,2845,OCESN076060R0100123586,"76060",0,,
OCESN-87295600-87295063,2845,OCESN076064R0100123589,"76064",0,,
OCESN-87295600-87295063,166,OCESN076142R0100123566,"76142",0,,
OCESN-87295600-87295063,1376,OCESN076066R0100123578,"76066",0,,
OCESN-87295600-87295063,632,OCESN046250R0100122680,"46250",0,,
OCESN-87295600-87295063,166,OCESN076068R0100123579,"76068",0,,
OCESN-87332379-87297119,9,OCESN078013R010011358,"78013",1,,
OCESN-87332379-87297119,171,OCESN078003R020021376,"78003",1,,
OCESN-87332379-87297119,9,OCESN078009R010011394,"78009",1,,
OCESN-87332379-87297119,172,OCESN078003R010011378,"78003",1,,
OCESN-87332361-87297119,9,OCESN078011R010011365,"78011",1,,
OCESN-87332361-87297119,9,OCESN078007R010011395,"78007",1,,
OCESN-87332361-87297119,172,OCESN078001R010011367,"78001",1,,
OCESN-87332361-87297119,171,OCESN078001R020021366,"78001",1,,
OCESN-87297168-87296095,5,OCESN078015R010011426,"78015",1,,
OCESN-87297168-87296095,6,OCESN078005R010011397,"78005",1,,
OCESN-87313510-87276469,192,OCESN447438R020021604,"447438",0,,
OCESN-87295006-87271007,235,OCESN002310F030031752,"2310",0,,
OCESN-87295006-87271007,227,OCESN002326F040041822,"2326",0,,
OCESN-87295006-87271007,235,OCESN002330F030031669,"2330",0,,
OCESN-87295006-87271007,234,OCESN002334F060061776,"2334",0,,
OCESN-87295006-87271007,230,OCESN002326F070071824,"2326",0,,
OCESN-87295006-87271007,235,OCESN002324F020021711,"2324",0,,
OCESN-87295006-87271007,234,OCESN002324F070071712,"2324",0,,
OCESN-87295006-87271007,234,OCESN002330F080081666,"2330",0,,
OCESN-87295006-87271007,235,OCESN002334F020021775,"2334",0,,
OCESN-87295006-87271007,234,OCESN002310F080081754,"2310",0,,
OCE685648,224,OCESN038205R020021689,"38205",1,,
OCE685648,144,OCESN038231R020021844,"38231",1,,
OCE685648,168,OCESN038217R020021730,"38217",1,,
OCE685648,85,OCESN038203R030031882,"38203",1,,
OCE685648,85,OCESN038201R010011727,"38201",1,,
OCE685648,255,OCESN038211R030031798,"38211",1,,
OCE685648,144,OCESN038235R020021849,"38235",1,,
OCE685648,232,OCESN038209R040041655,"38209",1,,
OCE685648,224,OCESN038207R030031836,"38207",1,,
OCE685648,85,OCESN038227R020021756,"38227",1,,
OCE685648,232,OCESN038229R020021883,"38229",1,,
OCE685648,231,OCESN038233R010011650,"38233",1,,
OCE685648,224,OCESN038228R020021707,"38228",0,,
OCE685648,168,OCESN038234R020021786,"38234",0,,
OCE685648,168,OCESN038236R020021826,"38236",0,,
OCE685648,144,OCESN038232R020021739,"38232",0,,
OCE685648,164,OCESN038206R040041783,"38206",0,,
OCE685648,85,OCESN038230R030031686,"38230",0,,
OCE685648,269,OCESN038200R020021876,"38200",0,,
OCE685648,224,OCESN038208R030031663,"38208",0,,
OCE685648,144,OCESN038210R020021668,"38210",0,,
OCE685648,232,OCESN038202R040041690,"38202",0,,
OCE685648,224,OCESN038204R030031723,"38204",0,,
OCESN-87317362-87317529,34,OCESN038201R030031722,"38201",1,,
OCESN-87317362-87317529,32,OCESN038211R060061797,"38211",1,,
OCESN-87317362-87317529,57,OCESN038207R050051839,"38207",1,,
OCESN-87317362-87317529,33,OCESN038235R040041846,"38235",1,,
OCESN-87317362-87317529,33,OCESN038231R040041848,"38231",1,,
OCESN-87317362-87317529,44,OCESN038217R040041737,"38217",1,,
OCESN-87317362-87317529,71,OCESN038233R030031653,"38233",1,,
OCESN-87317362-87317529,65,OCESN038209R060061656,"38209",1,,
OCESN-87317362-87317529,34,OCESN038203R050051895,"38203",1,,
OCESN-87317362-87317529,57,OCESN038205R040041692,"38205",1,,
OCESN-87317362-87317529,34,OCESN038227R040041758,"38227",1,,
OCESN-87317362-87317529,65,OCESN038229R040041884,"38229",1,,
OCESN-87317362-87317529,44,OCESN038234R050051779,"38234",0,,
OCESN-87317362-87317529,100,OCESN038206R080081778,"38206",0,,
OCESN-87317362-87317529,57,OCESN038204R050051724,"38204",0,,
OCESN-87317362-87317529,57,OCESN038208R060061667,"38208",0,,
OCESN-87317362-87317529,33,OCESN038232R040041750,"38232",0,,
OCESN-87317362-87317529,34,OCESN038230R050051685,"38230",0,,
OCESN-87317362-87317529,65,OCESN038202R060061695,"38202",0,,
OCESN-87317362-87317529,44,OCESN038236R040041829,"38236",0,,
OCESN-87317362-87317529,141,OCESN038200R040041880,"38200",0,,
OCESN-87317362-87317529,33,OCESN038210R040041670,"38210",0,,
OCESN-87317362-87317529,57,OCESN038228R040041702,"38228",0,,
OCESN-87345520-87271007,243,OCESN002318F040041745,"2318",0,,
OCESN-87345520-87271007,234,OCESN002318F070071741,"2318",0,,
OCESN-87313668-87276469,362,OCESN447417R060062312,"447417",1,,
OCESN-87313668-87276469,362,OCESN447463R050052313,"447463",1,,
OCESN-87313668-87276469,361,OCESN447457R050052305,"447457",1,,
OCESN-87313668-87276469,361,OCESN447453R050052309,"447453",1,,
OCESN-87313668-87276469,361,OCESN447446R050052440,"447446",0,,
OCESN-87313668-87276469,361,OCESN447442R050052439,"447442",0,,
OCESN-87317263-87317057,364,OCESN435052R0100124078,"435052",0,,
OCE629097,404,OCESN405421R010012699,"405421",1,,
OCE629097,394,OCESN405435R010013848,"405435",1,,
OCE629097,404,OCESN405403R010012705,"405403",1,,
OCE629097,404,OCESN405424R010013267,"405424",0,,
OCE629097,404,OCESN405420R010012701,"405420",0,,
OCE629106,412,OCESN405816R010012685,"405816",0,,
OCE629107,413,OCESN405487R010012688,"405487",1,,
OCE629107,413,OCESN405484R010012718,"405484",0,,
OCE629113,415,OCESN405024R010012716,"405024",0,,
OCE629111,45,OCESN403233R010013914,"403233",1,,
OCE629111,415,OCESN405525R010012692,"405525",1,,
OCE629111,414,OCESN405572R010012695,"405572",0,,
OCE629111,45,OCESN403290R010013889,"403290",0,,
OCE629111,414,OCESN405520R010012691,"405520",0,,
OCE629111,414,OCESN405524R010012693,"405524",0,,
OCE629116,418,OCESN405449R010012698,"405449",1,,
OCE629116,418,OCESN405457R010012710,"405457",1,,
OCE629116,418,OCESN405455R010012703,"405455",1,,
OCE629116,418,OCESN405456R010012700,"405456",0,,
OCE629116,418,OCESN405454R010012704,"405454",0,,
OCE629116,418,OCESN405458R010012706,"405458",0,,
OCE629108,422,OCESN405761R010012720,"405761",1,,
OCE629108,422,OCESN405713R010012717,"405713",1,,
OCE629108,422,OCESN405758R010012721,"405758",0,,
OCE629108,422,OCESN405724R010012719,"405724",0,,
OCESN-87673004-87677005,44,OCESN403233R040043918,"403233",1,,
OCESN-87673004-87677005,44,OCESN403290R020023895,"403290",0,,
OCESN-87584268-87595827,633,OCESN405689R010014014,"405689",1,,
OCESN-87584268-87595827,227,OCESN405661R010013998,"405661",1,,
OCESN-87584268-87595827,227,OCESN405665R030033997,"405665",1,,
OCESN-87584268-87595827,525,OCESN405673R020023986,"405673",1,,
OCESN-87584268-87595827,519,OCESN405671R010013983,"405671",1,,
OCESN-87584268-87595827,227,OCESN405669R020023982,"405669",1,,
OCESN-87584268-87595827,525,OCESN405667R010013987,"405667",1,,
OCESN-87584268-87595827,519,OCESN405665R020023995,"405665",1,,
OCESN-87584268-87595827,519,OCESN405685R020023991,"405685",1,,
OCESN-87584268-87595827,227,OCESN405685R010013988,"405685",1,,
OCESN-87584268-87595827,519,OCESN405658R010014015,"405658",0,,
OCESN-87584268-87595827,519,OCESN405670R010014082,"405670",0,,
OCESN-87584268-87595827,519,OCESN405664R010014027,"405664",0,,
OCESN-87584268-87595827,227,OCESN405662R020024026,"405662",0,,
OCESN-87584268-87595827,227,OCESN405690R010014024,"405690",0,,
OCESN-87584268-87595827,525,OCESN405676R020024042,"405676",0,,
OCESN-87584268-87595827,242,OCESN405650R010014046,"405650",0,,
OCESN-87584268-87595827,519,OCESN405668R040044090,"405668",0,,
OCESN-87584268-87595827,227,OCESN405654R010014043,"405654",0,,
OCESN-87584268-87595827,625,OCESN405678R010014021,"405678",0,,
OCESN-87584268-87595827,227,OCESN405668R030034088,"405668",0,,
OCESN-87584268-87595827,227,OCESN405672R010014023,"405672",0,,
OCE104647,1240,OCESN426425R010016996,"426425",1,,
OCESN-87594002-87595009,450,OCESN405435R020023851,"405435",1,,
OCESN-87594002-87595009,450,OCESN405440R020023924,"405440",0,,
OCESN-87594002-87595009,394,OCESN405440R010013925,"405440",0,,
OCESN-87584441-87584474,227,OCESN405681R010013990,"405681",1,,
OCESN-87584441-87584474,227,OCESN405688R010014006,"405688",0,,
OCESN-87584268-87584052,525,OCESN405635R010014079,"405635",1,,
OCESN-87584268-87584052,242,OCESN405615R010014022,"405615",1,,
OCESN-87584268-87584052,519,OCESN405639R010014030,"405639",1,,
OCESN-87584268-87584052,227,OCESN405611R010014025,"405611",1,,
OCESN-87584268-87584052,227,OCESN405623R020024001,"405623",1,,
OCESN-87584268-87584052,519,OCESN405631R010014002,"405631",1,,
OCESN-87584268-87584052,227,OCESN405617R020024035,"405617",1,,
OCESN-87584268-87584052,525,OCESN405619R020023999,"405619",1,,
OCESN-87584268-87584052,227,OCESN405609R020023992,"405609",1,,
OCESN-87584268-87584052,227,OCESN405629R010013994,"405629",1,,
OCESN-87584268-87584052,633,OCESN405649R010013996,"405649",1,,
OCESN-87584268-87584052,242,OCESN405625R010014003,"405625",1,,
OCESN-87584268-87584052,227,OCESN405613R020024008,"405613",1,,
OCESN-87584268-87584052,525,OCESN405633R010014019,"405633",1,,
OCESN-87584268-87584052,227,OCESN405639R020024018,"405639",1,,
OCESN-87584268-87584052,637,OCESN405645R010014044,"405645",1,,
OCESN-87584268-87584052,519,OCESN405617R010014041,"405617",1,,
OCESN-87584268-87584052,227,OCESN405626R020024089,"405626",0,,
OCESN-87584268-87584052,227,OCESN405634R010014038,"405634",0,,
OCESN-87584268-87584052,227,OCESN405612R010014031,"405612",0,,
OCESN-87584268-87584052,525,OCESN405630R010014033,"405630",0,,
OCESN-87584268-87584052,227,OCESN405624R020024032,"405624",0,,
OCESN-87584268-87584052,242,OCESN405616R010014034,"405616",0,,
OCESN-87584268-87584052,227,OCESN405610R010014095,"405610",0,,
OCESN-87584268-87584052,637,OCESN405642R010014029,"405642",0,,
OCESN-87584268-87584052,227,OCESN405638R010014092,"405638",0,,
OCESN-87584268-87584052,227,OCESN405622R020024037,"405622",0,,
OCESN-87584268-87584052,227,OCESN405614R010014036,"405614",0,,
OCESN-87584268-87584052,525,OCESN405628R020024087,"405628",0,,
OCESN-87584268-87584052,519,OCESN405644R010014062,"405644",0,,
OCESN-87584268-87584052,625,OCESN405640R010014081,"405640",0,,
OCESN-87584268-87584052,227,OCESN405632R010014083,"405632",0,,
OCESN-87584268-87584052,525,OCESN405636R010014071,"405636",0,,
OCESN-87584268-87584052,525,OCESN405620R020024039,"405620",0,,
OCESN-87584268-87595751,227,OCESN405659R010013993,"405659",1,,
OCESN-87584268-87595298,227,OCESN405693R010014005,"405693",1,,
OCESN-87584268-87595298,227,OCESN405691R010014000,"405691",1,,
OCESN-87584268-87595298,227,OCESN405694R010014040,"405694",0,,
OCESN-87584268-87595298,227,OCESN405692R010014020,"405692",0,,
OCESN-87595751-87595827,625,OCESN405670R020024084,"405670",0,,
OCE516889,39,OCESN033725R010014269,"33725",1,,
OCE516889,3,OCESN033719R010014190,"33719",1,,
OCE516889,13,OCESN033715R010014319,"33715",1,,
OCE516889,646,OCESN033727R010014099,"33727",1,,
OCE516889,3,OCESN033724R010014218,"33724",0,,
OCE516889,646,OCESN033726R010014182,"33726",0,,
OCE516889,3,OCESN033714R010014153,"33714",0,,
OCE516889,7,OCESN033722R010014120,"33722",0,,
OCE516889,3,OCESN033730R010014201,"33730",0,,
OCE516894,656,OCESN033893R010014276,"33893",1,,
OCE516894,3,OCESN033683R010014217,"33683",1,,
OCE516894,119,OCESN033685R010014179,"33685",1,,
OCE516894,648,OCESN033895R010014209,"33895",1,,
OCE516894,3,OCESN033892R010014103,"33892",0,,
OCE516894,687,OCESN033682R010014448,"33682",0,,
OCE516880,521,OCESN033813R010014240,"33813",1,,
OCE516880,119,OCESN033811R010014284,"33811",1,,
OCE516880,29,OCESN033805R010014220,"33805",1,,
OCE516880,12,OCESN033803R010014263,"33803",1,,
OCE516880,3,OCESN033807R010014202,"33807",1,,
OCE516880,23,OCESN033801R010014132,"33801",1,,
OCE516880,12,OCESN033806R010014318,"33806",0,,
OCE516880,12,OCESN033804R010014216,"33804",0,,
OCE516880,12,OCESN033812R010014227,"33812",0,,
OCE516880,5,OCESN033802R010014260,"33802",0,,
OCE516880,23,OCESN033810R010014247,"33810",0,,
OCE512869,3,OCESN033653R010014146,"33653",1,,
OCE512869,7,OCESN033659R010014309,"33659",1,,
OCE512869,3,OCESN033657R010014246,"33657",1,,
OCE512869,5,OCESN033661R010014110,"33661",1,,
OCE512869,23,OCESN033654R010014302,"33654",0,,
OCE512869,3,OCESN033652R010014248,"33652",0,,
OCE512869,3,OCESN033656R010014194,"33656",0,,
OCE512869,409,OCESN033658R010014164,"33658",0,,
OCE488859,409,OCESN033531R010014116,"33531",1,,
OCE488859,3,OCESN033540R010014224,"33540",0,,
OCE512871,5,OCESN033773R010014334,"33773",1,,
OCE512871,12,OCESN033775R010014283,"33775",1,,
OCE512871,3,OCESN033771R010014197,"33771",1,,
OCE512871,3,OCESN033789R010014193,"33789",1,,
OCE512871,45,OCESN033779R010014159,"33779",1,,
OCE512871,5,OCESN033783R010014207,"33783",1,,
OCE512871,3,OCESN033780R010014267,"33780",0,,
OCE512871,3,OCESN033774R010014257,"33774",0,,
OCE512871,45,OCESN033788R010014329,"33788",0,,
OCE512871,13,OCESN033772R010014251,"33772",0,,
OCE512871,658,OCESN033786R010014322,"33786",0,,
OCE512871,5,OCESN033784R010014147,"33784",0,,
OCE512871,6,OCESN033778R010014312,"33778",0,,
OCE512871,9,OCESN033782R010014210,"33782",0,,
OCESN-87718007-87718833,425,OCESN033730R020025327,"33730",0,,
OCESN-87718833-87743633,767,OCESN033895R020025414,"33895",1,,
OCESN-87715326-87743633,834,OCESN033891R020025382,"33891",1,,
OCESN-87715102-87743633,769,OCESN033893R020025372,"33893",1,,
OCESN-87713412-87743633,827,OCESN033894R020025361,"33894",0,,
OCE725913,719,OCESN408605R010014567,"408605",1,,
OCE725913,719,OCESN408773R010014562,"408773",1,,
OCE725913,3,OCESN408403R010014565,"408403",1,,
OCE725913,3,OCESN408404R010014566,"408404",0,,
OCE725913,719,OCESN408602R010014564,"408602",0,,
OCE725913,719,OCESN408772R010014563,"408772",0,,
OCE909879,721,OCESN410253R010014570,"410253",1,,
OCE909879,722,OCESN410251R010014568,"410251",1,,
OCE909879,722,OCESN410252R010014571,"410252",0,,
OCE725919,720,OCESN410001R010014569,"410001",1,,
OCE725919,720,OCESN410003R010014573,"410003",1,,
OCE725919,720,OCESN410002R020026084,"410002",0,,
OCE725919,720,OCESN410004R010014572,"410004",0,,
OCE725925,418,OCESN408255R010014577,"408255",1,,
OCE725925,418,OCESN408257R010014576,"408257",1,,
OCE725925,725,OCESN408113R010014579,"408113",1,,
OCE725925,725,OCESN408114R010014580,"408114",0,,
